Latitude,Longitude,DateTime
35.751375,139.872993,2021-09-04T07:40:30
35.751374,139.872993,2021-09-04T07:40:30
35.751374,139.872993,2021-09-04T07:40:31
35.751374,139.872993,2021-09-04T07:40:32
35.751372,139.872993,2021-09-04T07:40:32
35.751372,139.872992,2021-09-04T07:40:32
35.751372,139.872992,2021-09-04T07:40:33
35.751370,139.872992,2021-09-04T07:40:33
35.751370,139.872992,2021-09-04T07:40:34
35.751370,139.872992,2021-09-04T07:40:35
35.751369,139.872992,2021-09-04T07:40:35
35.751369,139.872992,2021-09-04T07:40:36
35.751367,139.872992,2021-09-04T07:40:36
35.751367,139.872992,2021-09-04T07:40:37
35.751367,139.872992,2021-09-04T07:40:38
35.751367,139.872992,2021-09-04T07:40:39
35.751365,139.872992,2021-09-04T07:40:39
35.751365,139.872992,2021-09-04T07:40:40
35.751365,139.872992,2021-09-04T07:40:41
35.751365,139.872992,2021-09-04T07:40:42
35.751365,139.872992,2021-09-04T07:40:43
35.751365,139.872992,2021-09-04T07:40:44
35.751364,139.872992,2021-09-04T07:40:44
35.751364,139.872992,2021-09-04T07:40:45
35.751364,139.872992,2021-09-04T07:40:46
35.751364,139.872992,2021-09-04T07:40:47
35.751364,139.872992,2021-09-04T07:40:48
35.751364,139.872992,2021-09-04T07:40:49
35.751364,139.872992,2021-09-04T07:40:50
